cmd_left,cmd_right
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0105,0.0105
0.0123,0.0123
0.014,0.014
0.0157,0.0157
0.0175,0.0175
0.0193,0.0193
0.021,0.021
0.0227,0.0227
0.0245,0.0245
0.0263,0.0263
0.028,0.028
0.0297,0.0297
0.0315,0.0315
0.0333,0.0333
0.035,0.035
0.0367,0.0367
0.0385,0.0385
0.0403,0.0403
0.042,0.042
0.0438,0.0438
0.0455,0.0455
0.0473,0.0473
0.049,0.049
0.0508,0.0508
0.0525,0.0525
0.0543,0.0543
0.056,0.056
0.0578,0.0578
0.0595,0.0595
0.0613,0.0613
0.063,0.063
0.0648,0.0648
0.0665,0.0665
0.0682,0.0682
0.07,0.07
0.0718,0.0718
0.0735,0.0735
0.0752,0.0752
0.077,0.077
0.0788,0.0788
0.0805,0.0805
0.0822,0.0822
0.084,0.084
0.0858,0.0858
0.0875,0.0875
0.0892,0.0892
0.091,0.091
0.0928,0.0928
0.0945,0.0945
0.0962,0.0962
0.098,0.098
0.0998,0.0998
0.1015,0.1015
0.1032,0.1032
0.105,0.105
0.1068,0.1068
0.1085,0.1085
0.1102,0.1102
0.112,0.112
0.1138,0.1138
0.1155,0.1155
0.1172,0.1172
0.119,0.119
0.1208,0.1208
0.1225,0.1225
0.1242,0.1242
0.126,0.126
0.1278,0.1278
0.1295,0.1295
0.1312,0.1312
0.133,0.133
0.1348,0.1348
0.1365,0.1365
0.1382,0.1382
0.14,0.14
0.1418,0.1418
0.1435,0.1435
0.1452,0.1452
0.147,0.147
0.1488,0.1488
0.1505,0.1505
0.1522,0.1522
0.154,0.154
0.1557,0.1557
0.1575,0.1575
0.1592,0.1592
0.161,0.161
0.1627,0.1627
0.1645,0.1645
0.1662,0.1662
0.168,0.168
0.1697,0.1697
0.1715,0.1715
0.1733,0.1733
0.175,0.175
0.1767,0.1767
0.1785,0.1785
0.1803,0.1803
0.182,0.182
0.1837,0.1837
0.1855,0.1855
0.1873,0.1873
0.189,0.189
0.1907,0.1907
0.1925,0.1925
0.1943,0.1943
0.196,0.196
0.1977,0.1977
0.1995,0.1995
0.2013,0.2013
0.203,0.203
0.2047,0.2047
0.2065,0.2065
0.2083,0.2083
0.21,0.21
0.2118,0.2118
0.2135,0.2135
0.2153,0.2153
0.217,0.217
0.2188,0.2188
0.2205,0.2205
0.2223,0.2223
0.224,0.224
0.2258,0.2258
0.2275,0.2275
0.2293,0.2293
0.231,0.231
0.2328,0.2328
0.2345,0.2345
0.2363,0.2363
0.238,0.238
0.2398,0.2398
0.2415,0.2415
0.2433,0.2433
0.245,0.245
0.2468,0.2468
0.2485,0.2485
0.2502,0.2502
0.252,0.252
0.2538,0.2538
0.2555,0.2555
0.2572,0.2572
0.259,0.259
0.2608,0.2608
0.2625,0.2625
0.2642,0.2642
0.266,0.266
0.2678,0.2678
0.2695,0.2695
0.2712,0.2712
0.273,0.273
0.2748,0.2748
0.2765,0.2765
0.2782,0.2782
0.28,0.28
0.2818,0.2818
0.2835,0.2835
0.2852,0.2852
0.287,0.287
0.2888,0.2888
0.2905,0.2905
0.2922,0.2922
0.294,0.294
0.2958,0.2958
0.2975,0.2975
0.2992,0.2992
0.301,0.301
0.3028,0.3028
0.3045,0.3045
0.3062,0.3062
0.308,0.308
0.3098,0.3098
0.3115,0.3115
0.3132,0.3132
0.315,0.315
0.3168,0.3168
0.3185,0.3185
0.3202,0.3202
0.322,0.322
0.3238,0.3238
0.3255,0.3255
0.3272,0.3272
0.329,0.329
0.3308,0.3308
0.3325,0.3325
0.3342,0.3342
0.336,0.336
0.3377,0.3377
0.3395,0.3395
0.3412,0.3412
0.343,0.343
0.3447,0.3447
0.3465,0.3465
0.3482,0.3482
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
0.35,0.35
